text,label,clean_text
A flyer offers official advice about the novel coronavirus from a Veterans Affairs (VA) healthcare system in the U.S. state of Oregon.,0,flyer offers official advice novel coronavirus veterans affairs va healthcare system us state oregon
Normal Chest X-ray Doesn't Rule Out COVID-19,1,normal chest xray doesnt rule covid
Hospital Staff 'Looking for Reasons to Make Trouble' Amid COVID,1,hospital staff looking reasons make trouble amid covid
Public Service Announcements (PSAs),1,public service announcements psas
Interim Guidance for Reopening Employers with Vulnerable Workers,1,interim guidance reopening employers vulnerable workers
Solving a Medical Mystery and Changing CDC Screenings for COVID-19,1,solving medical mystery changing cdc screenings covid
High levels of sulfur dioxide in Wuhan Òmay be a sign of mass cremations of victims of the coronavirus.Ó,0,high levels sulfur dioxide wuhan may sign mass cremations victims coronavirus
Nanotech May Help Fight 'Cytokine Storm' of COVID,1,nanotech may help fight cytokine storm covid
"Cats may be able to contract SARS-CoV-2, but evidence is limited",1,cats may able contract sarscov evidence limited
"Viral video with Dr. Shiva Ayyadurai proves Fauci, White House and others are members of deep state.",0,viral video dr shiva ayyadurai proves fauci white house others members deep state
COVID-19: Are the testes really a coronavirus reservoir?,1,covid testes really coronavirus reservoir
Americans Are Accidentally Poisoning Themselves with Cleaning Supplies,1,americans accidentally poisoning cleaning supplies
CDC shares 9 tons of protective gear with responders,1,cdc shares tons protective gear responders
Viral publication says a video shows a Ògay party in Italy few weeks before COVID-19.Ó,0,viral publication says video shows gay party italy weeks covid
Will the Coronavirus Outbreak Get Better This Summer? Maybe Not,1,coronavirus outbreak get better summer maybe
What It’s Like to Be a Nurse Working on the Front Lines of COVID-19,1,like nurse working front lines covid
Dr. Anthony Fauci Òwas telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large.Ó,0,dr anthony fauci telling people february th nothing worry posed threat us public large
Medical Societies Issue Bold Statement of Physician Support,1,medical societies issue bold statement physician support
"""WHO delivers advice and support for older people during COVID-19""",1,delivers advice support older people covid
"ÒBoil some orange peels with cayenne pepper, stand over the pot, breathe in the steam so all mucus can be released from your nasal passages É Mucus is the problem, itÕs where the virus lives!Ó",0,boil orange peels cayenne pepper stand pot breathe steam mucus released nasal passages mucus problem virus lives
How does the new coronavirus affect our pets?,1,new coronavirus affect pets
"ThereÕs definitive proof that chloroquine, hydroxychloroquine, are effective against COVID-19.",0,theres definitive proof chloroquine hydroxychloroquine effective covid
Post says Harvard scientists say the coronavirus is Òspreading so fast that it will infect 70% of humanity this year.Ó,0,post says harvard scientists say coronavirus spreading fast infect humanity year
People Who Need to Take Extra Precautions,1,people need take extra precautions
Test for Current Infection,1,test current infection
Grandparents 'Grounded' From COVID-19 Crave Contact,1,grandparents grounded covid crave contact
Some COVID Patients Develop Guillain-Barre,1,covid patients develop guillainbarre
"India is suing Microsoft founder Bill Gates because of his vaccine against coronavirus that killed 77,000 girls.",0,india suing microsoft founder bill gates vaccine coronavirus killed girls
New Registry to Zero In on CVD Role in COVID-19 Pandemic,1,new registry zero cvd role covid pandemic
Caring for someone at home,1,caring someone home
Early flu symptoms: Signs in children and adults,1,early flu symptoms signs children adults
"""Iraq produces COVID-19 laboratory supplies to test cases more rapidly""",1,iraq produces covid laboratory supplies test cases rapidly
Can Blood of COVID Survivors Help Others Recover?,1,blood covid survivors help others recover
"COMMENTARY: Dermatologist First, Businessman Second: Life During COVID-19",1,commentary dermatologist first businessman second life covid
"""Virginia lags in coronavirus testing, as Mayor LeVar Stoney says""",1,virginia lags coronavirus testing mayor levar stoney says
U.S. Army Opens Field Hospital in New York City,1,us army opens field hospital new york city
Novel coronavirus: What we know so far,1,novel coronavirus know far
FAQs for Correctional and Detention Facilities,1,faqs correctional detention facilities
Interim Guidance for Healthcare Facilities,1,interim guidance healthcare facilities
Study: Many Health Care Workers Lack Insurance,1,study many health care workers lack insurance
What We Know About the Long-Term Effects of COVID-19,1,know longterm effects covid
Study: If We Use Masks COVID Deaths Could Fall 10%,1,study use masks covid deaths could fall
Why does SARS-CoV-2 spread so easily?,1,sarscov spread easily
Common coronaviruses appear to be highly seasonal,1,common coronaviruses appear highly seasonal
Discontinuation of In-Home Isolation for Immunocompromised Persons with COVID-19 (Interim Guidance),1,discontinuation inhome isolation immunocompromised persons covid interim guidance
Will Coronavirus Exposure Mean Lasting Immunity?,1,coronavirus exposure mean lasting immunity
COVID-19 Decimates Outpatient Visits,1,covid decimates outpatient visits
U.S. Outpatient Influenza-like Illness Surveillance Network (ILINet): Overall Percentage of Visits for ILI,1,us outpatient influenzalike illness surveillance network ilinet overall percentage visits ili
ÒThe coronavirus was engineered by scientists in a lab.Ó,0,coronavirus engineered scientists lab
People Hospitalized with COVID-19 Now Facing the Risk of Kidney Damage,1,people hospitalized covid facing risk kidney damage
"""Statement on the 5th meeting of the International Health Regulations (2005) Emergency Committee for Ebola virus disease in the Democratic Republic of the Congo on 14 April 2020""",1,statement th meeting international health regulations emergency committee ebola virus disease democratic republic congo april
"Post says two patients at Valley Regional Medical Center in Brownsville, Texas, Òare being looked atÓ for possible coronavirus infections.",0,post says two patients valley regional medical center brownsville texas looked possible coronavirus infections
Scientists Òare shocked to discover that weed kills coronavirus.Ó,0,scientists shocked discover weed kills coronavirus
Pope Francis and his two aides have been infected with the new coronavirus,0,pope francis two aides infected new coronavirus
Brain Affected in 1 in 3 Cases of Severe COVID-19,1,brain affected cases severe covid
COMMENTARY: COVID-19 Diary Day 2: Insomnia -- The Mark of Medical Practice,1,commentary covid diary day insomnia mark medical practice
New Pathogenic Mechanism for Influenza NS1 Protein Found,1,new pathogenic mechanism influenza ns protein found
How to Prepare,1,prepare
ÒThe North Carolina and Virginia State line is closed. Nothing in or out.Ó,0,north carolina virginia state line closed nothing
"President Donald Trump tweeted, ÒI ordered the Treasury secretary to send checks to Americans! First however, we will go through your social media history from the last 4 years and search for any post with #NotMyPresident in it. I wouldnÕt think of offending you with a check if IÕm not your president! #MAGAÓ",0,president donald trump tweeted ordered treasury secretary send checks americans first however go social media history last years search post notmypresident wouldnt think offending check im president maga
COVID-19 medical staff experience insomnia and higher stress,1,covid medical staff experience insomnia higher stress
What School Nutrition Professionals and Volunteers at Schools Need to Know about COVID-19,1,school nutrition professionals volunteers schools need know covid
For coronavirus cases Òin the U.S. 38% of those hospitalized are under 35.Ó,0,coronavirus cases us hospitalized
"""WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",1,information note ensuring continuity tb services covid pandemic
No evidence that 5G is being forcibly installed in schools.,0,evidence g forcibly installed schools
You Can't Get Coronavirus Through Sex: Study,1,cant get coronavirus sex study
First COVID Deaths in the US Mobilized a Dialysis Network,1,first covid deaths us mobilized dialysis network
Calling 1-800-382-5277 or 1-800-746-6373 gives Americans information on their coronavirus stimulus checks.,0,calling gives americans information coronavirus stimulus checks
Link takes viewers to application for FEMA assistance in the US.,0,link takes viewers application fema assistance us
"10,000 deaths In virus outbreak in Michigan, Washington, Idaho, North Dakota, Missouri, Mississippi.",0,deaths virus outbreak michigan washington idaho north dakota missouri mississippi
"COVID-19: An Opportunity, Challenge for Addiction Treatment",1,covid opportunity challenge addiction treatment
